apt_code,name,type,road_addr,local1,local2,local3,local4,gene_type,apt_gene,apt_const,apt_area,apt_parking,x,y,car_road,train_n,bus_n,admin,medical,culture,eschool_n,kinder_n,d_center_n,edu_n,bank,mart,convin,cluster
A13384301,한양현대아파트,아파트,서울특별시 성동구 상원1길 17,서울,성동구,성수동1가,"(성수동1가, 한양현대아파트)",분양,168,현대건설(주),12404.0,168.0,127.0479977,37.5455297,2,5.0,6,6,27.0,2,2,3,63.0,2.9444389791664403,23.0,13.0,47.0,3
A13812001,마천금호어울림2차,아파트,서울특별시 송파구 성내천로 314,서울,송파구,마천동,319번지,분양,173,금호건설,14980.0,210.0,127.1557137,37.4930747,0,2.0,6,5,32.0,2,1,2,100.0,2.5649493574615367,4.0,1.0,11.0,1
A15101901,신림금호타운1차,아파트,서울특별시 관악구 대학18길 9,서울,관악구,신림동,금호타운1차아파트,분양,227,금호건설주식회사,16149.0,186.0,126.9376896,37.4651363,1,2.0,5,3,21.0,1,3,3,52.0,1.791759469228055,3.0,4.0,23.0,1
A41279921,은평뉴타운구파발9단지1관리,아파트,서울특별시 은평구 진관3로 67,서울,은평구,진관동,22,임대,1022,삼성물산,77068.0,1186.0,126.9192866,37.6381577,1,2.0,13,1,26.0,3,2,2,91.0,4.02535169073515,6.0,2.0,16.0,1
A10024620,인왕산어울림 아파트,,,서울,서대문구,홍제동,,분양,123,금호건설,15679.0,243.0,126.95112,37.583841,4,3.0,7,2,29.0,4,2,4,67.0,2.9444389791664403,6.0,1.0,8.0,1
A10023560,서대문푸르지오센트럴파크,아파트,서울특별시 서대문구 통일로 339,서울,서대문구,홍제동,,,832,(주)대우건설,53831.0,1050.0,126.9503248,37.5815054,4,3.0,8,3,25.0,5,2,4,60.0,2.639057329615259,6.0,1.0,8.0,1
A10023565,개포6차우성아파트,아파트,서울특별시 강남구 언주로 3,서울,강남구,개포동,,분양,270,우성건설,20204.0,262.0,127.05721,37.476763,1,2.0,5,3,16.0,2,3,3,55.0,2.4849066497880004,23.0,4.0,4.0,1
A12078201,인왕산현대,아파트,서울특별시 서대문구 통일로34길 46,서울,서대문구,홍제동,460-1,임대,246,,8037.0,,126.9516215,37.5838257,4,3.0,6,2,25.0,4,2,4,64.0,2.9444389791664403,6.0,1.0,8.0,1
A10025765,은평스카이뷰자이아파트,아파트,서울특별시 은평구 통일로 1034,서울,은평구,진관동,아파트 관리사무소,분양,361,GS 건설,30520.0,454.0,126.9175985,37.63528526,1,2.0,16,2,25.0,4,1,1,101.0,3.9889840465642745,6.0,2.0,12.0,1
A13594203,푸른마을아파트,아파트,,서울,강남구,일원동,푸른마을아파트,분양,930,"삼성종합건설(주), (주)삼호건설",67256.0,691.0,127.0813262,37.4846837,2,4.0,8,2,33.0,2,3,3,61.0,2.5649493574615367,11.0,1.0,10.0,1
A12009304,홍제유원하나,아파트,서울특별시 서대문구 세검정로 134,서울,서대문구,홍제동,454,,554,유원건설,45055.0,444.0,126.9523764,37.5951028,3,2.0,7,3,27.0,2,3,3,70.0,2.70805020110221,5.0,2.0,9.0,1
A12009001,홍제유원하나제2,아파트,서울특별시 서대문구 세검정로 134,서울,서대문구,홍제동,454,임대,150,유원건설,4307.0,0.0,126.9523764,37.5951028,3,2.0,7,3,27.0,2,3,3,70.0,2.70805020110221,5.0,2.0,9.0,1
A13176102,중랑해모로,아파트,서울특별시 중랑구 양원역로6가길 19,서울,중랑구,망우동,578,분양,174,(주) 한진중공업,16087.0,230.0,127.1101282,37.6027085,3,3.0,4,3,17.0,4,2,3,82.0,2.19722457733622,5.0,7.0,5.0,1
A12220004,은평뉴타운상림마을12단지,아파트,서울특별시 은평구 진관3로 70,서울,은평구,진관동,20번지,,551,(주)롯데건설,41086.0,658.0,126.9219731,37.6411039,1,2.0,3,2,28.0,3,2,3,80.0,3.295836866004329,6.0,2.0,10.0,1
A15210211,오류금강수목원,아파트,서울특별시 구로구 오리로 1197,서울,구로구,오류동,,분양,620,금강주택,44712.0,630.0,126.8323205,37.4882645,3,4.0,8,3,10.0,3,3,3,84.0,1.6094379124341005,6.0,4.0,10.0,1
A10023952,중랑숲시티프라디움,아파트,서울특별시 중랑구 양원역로10길 47,서울,중랑구,망우동,,,403,"(주)시티건설, 삼부토건(주)",21725.0,412.0,127.108403,37.607621,3,3.0,1,3,16.0,3,3,2,104.0,1.9459101490553128,4.0,8.0,4.0,1
A12220005,은평뉴타운상림마을1단지,아파트,서울특별시 은평구 진관4로 17,서울,은평구,진관동,19,,707,삼환기업,48889.0,883.0,126.9227727,37.6415577,1,2.0,3,2,27.0,3,2,3,80.0,3.258096538021482,6.0,2.0,10.0,1
A13523004,일원샘터마을,아파트,서울특별시 강남구 일원로 120,서울,강남구,일원동,서울특별시 강남구 일원본동 718,분양,628,극동건설/현대건설,73765.0,0.0,127.0826162,37.484274,2,3.0,10,3,32.0,2,2,3,64.0,2.4849066497880004,11.0,1.0,7.0,1
A15780701,가양중앙하이츠,아파트,서울특별시 강서구 허준로 55-20,서울,강서구,가양동,1467,분양,164,중앙건설(주),19655.0,324.0,126.8492901,37.5698077,2,2.0,4,2,25.0,4,2,5,81.0,1.3862943611198906,11.0,3.0,9.0,1
A15809702,신월신안파크,아파트,서울특별시 양천구 지양로15길 20,서울,양천구,신월동,350-2,분양,485,신안건설산업(주),27940.0,0.0,126.8295859,37.5233774,6,0.0,4,4,15.0,2,1,2,152.0,1.9459101490553128,6.0,5.0,15.0,1
A13876112,송파파인타운13단지,아파트,서울특별시 송파구 송파대로8길 10,서울,송파구,장지동,857,분양,197,양우건설(주),16720.0,225.0,127.1291789,37.4768967,2,4.0,5,1,18.0,2,1,5,102.0,2.5649493574615367,12.0,2.0,9.0,1
A13201209,도봉한신,아파트,서울특별시 도봉구 마들로 859-19,서울,도봉구,도봉동,도봉한신아파트,분양,2678,한신공영,227290.0,2462.0,127.0480587,37.6857192,3,4.0,4,3,13.0,1,2,5,80.0,2.772588722239781,4.0,2.0,13.0,1
A13523005,일원목련타운,아파트,서울특별시 강남구 광평로19길 15,서울,강남구,일원동,716번지,분양,650,금호.진로,75340.0,963.0,127.0842628,37.4852093,2,3.0,9,3,33.0,2,2,3,62.0,2.5649493574615367,9.0,1.0,11.0,1
A13610004,정릉산장,아파트,서울특별시 성북구 보국문로 167,서울,성북구,정릉동,780,분양,264,광산건설,14782.0,160.0,127.0021957,37.6167473,1,2.0,7,3,9.0,1,2,3,91.0,1.0986122886681096,5.0,14.0,12.0,1
A12127005,상암월드컵파크7단지,아파트,서울특별시 마포구 상암산로1길 92,서울,마포구,상암동,1660,분양,733,진흥기업,65367.0,918.0,126.8812087,37.5819338,3,1.0,9,2,11.0,3,2,3,60.0,3.295836866004329,10.0,4.0,15.0,1
A10026414,은평뉴타운솔하임,주상복합,서울특별시 은평구 통일로 1080,서울,은평구,진관동,지하 1층,분양,260,(주)삼전건설,8219.0,482.0,126.9175305,37.63923349,1,2.0,7,1,26.0,3,2,2,77.0,3.87120101090789,6.0,2.0,14.0,1
A10023732,에드가 쌍문 청년주택,아파트,서울특별시 도봉구 삼양로 602,서울,도봉구,쌍문동,,임대,253,(주)세정건설,6392.0,112.0,127.0136945,37.6565952,0,3.0,10,2,13.0,3,2,3,82.0,2.3978952727983707,2.0,5.0,14.0,1
A13983811,수락산벨리체아파트,아파트,서울특별시 노원구 동일로250길 18,서울,노원구,상계동,노원구 상계1동 1265번지,분양,492,"미주실업,동방티앤씨",60505.0,1.0,127.0565963,37.6816146,3,4.0,5,2,15.0,1,1,4,120.0,1.791759469228055,4.0,2.0,12.0,1
A14380605,광장신동아파밀리에,아파트,서울특별시 광진구 아차산로 599,서울,광진구,광장동,250,분양,302,신동아건설,25575.0,353.0,127.1043531,37.5467753,5,2.0,15,1,7.0,2,3,4,87.0,2.4849066497880004,11.0,6.0,9.0,1
A13821005,송파파인타운10단지,아파트,서울특별시 송파구 송파대로8길 20,서울,송파구,장지동,856 번지,,545,중앙건설,30048.0,552.0,127.1298646,37.4772989,2,4.0,5,1,18.0,2,2,5,104.0,2.4849066497880004,12.0,2.0,9.0,1
A10026249,송파레미니스2단지,아파트,서울특별시 송파구 동남로 341,서울,송파구,오금동,,,818,"한신공영(주), 한양산업개발(주",47420.0,886.0,127.1380513,37.50639813,1,7.0,7,2,13.0,3,3,2,109.0,2.4849066497880004,16.0,2.0,10.0,1
A10027136,도봉숲 아뜨리움,아파트,서울특별시 도봉구 도봉로167길 38,서울,도봉구,도봉동,도봉숲아뜨리움 지하1층 관리사무소,분양,172,성보건설산업(주),9248.0,165.0,127.0430955,37.67819466,3,5.0,14,2,19.0,1,2,3,137.0,1.0986122886681096,9.0,2.0,23.0,1
A13522007,수서까치마을,아파트,서울특별시 강남구 광평로19길 10,서울,강남구,수서동,746번지,분양,1403,진흥기업,57555.0,552.0,127.0877692,37.4847039,2,4.0,3,3,33.0,2,2,4,53.0,2.302585092994046,12.0,0.0,7.0,1
A13974101,수락리버시티 4단지,아파트,서울특별시 노원구 누원로 18,서울,노원구,상계동,수락리버시티4단지,,548,한신공영,33286.0,581.0,127.0537182,37.6860425,3,4.0,4,2,16.0,1,2,4,76.0,2.5649493574615367,4.0,2.0,8.0,1
A13821007,송파파인타운9단지,아파트,서울특별시 송파구 송파대로8길 17,서울,송파구,장지동,843번지,,796,신일산업,38577.0,822.0,127.1287418,37.4782198,2,4.0,6,1,21.0,2,2,5,108.0,2.8903717578961645,12.0,2.0,12.0,1
A12009203,홍제무악청구1차,아파트,서울특별시 서대문구 통일로 348,서울,서대문구,홍제동,관리사무소,분양,862,(주)청구,73080.0,760.0,126.9520597,37.5819293,4,3.0,7,3,23.0,5,2,3,54.0,2.639057329615259,7.0,1.0,8.0,1
A12085303,홍제한양,아파트,서울특별시 서대문구 통일로25길 30,서울,서대문구,홍제동,홍제한양아파트 관리사무소,분양,998,?양건설,76612.0,835.0,126.9475449,37.5830058,4,3.0,7,2,36.0,5,2,4,71.0,2.8903717578961645,6.0,2.0,13.0,1
A15383307,독산한신,아파트,서울특별시 금천구 한내로 62,서울,금천구,독산동,,분양,1000,한신공영,101038.0,841.0,126.8893489,37.4555624,3,2.0,11,1,13.0,1,2,2,88.0,3.295836866004329,12.0,6.0,10.0,1
A15101702,관악산휴먼시아3단지,아파트,서울특별시 관악구 난곡로 63,서울,관악구,신림동,1735-2 ,임대,512,양우건설,20388.0,362.0,126.918575,37.4605825,1,0.0,4,2,8.0,5,1,1,149.0,2.639057329615259,2.0,8.0,6.0,1
A10024532,북한산두산위브2차,아파트,서울특별시 서대문구 홍은중앙로1길 100,서울,서대문구,홍은동,,분양,296,두산건설(주),17548.0,267.0,126.944439,37.600043,2,2.0,2,4,20.0,1,2,3,92.0,1.791759469228055,8.0,9.0,13.0,1
A13293505,도봉래미안,아파트,서울특별시 도봉구 도봉로170길 40,서울,도봉구,도봉동,서울시 도봉구 도봉로 170길 40,분양,448,삼성물산(주)건설부문,35282.0,489.0,127.0462651,37.6796389,3,5.0,8,3,24.0,1,1,5,123.0,0.6931471805599453,8.0,2.0,25.0,1
A13006002,제기현대,아파트,서울특별시 동대문구 정릉천동로 90,서울,동대문구,제기동,892-66,분양,261,현대건설,20591.0,303.0,127.0357839,37.5799573,1,11.0,6,5,127.0,3,3,2,109.0,2.3978952727983707,27.0,24.0,29.0,2
A10023788,더플레이스충정로 ,도시형 생활주택(아파트),서울특별시 중구 중림로 21,서울,중구,중림동,,임대,276,(주)cj건설,5040.0,,126.9660682,37.55898079,10,12.0,6,4,64.0,7,3,1,255.0,1.6094379124341005,74.0,14.0,35.0,2
A13086101,제기안암골벽산,아파트,서울특별시 동대문구 약령시로 25,서울,동대문구,제기동,서울 동대문구 제기동 153,분양,640,벽산건설,59921.0,896.0,127.032346,37.5835133,1,12.0,7,5,110.0,4,2,3,84.0,2.3978952727983707,27.0,29.0,37.0,2
A10085903,중림삼성사이버빌리지,아파트,서울특별시 중구 중림로 10,서울,중구,중림동,200,분양,712,삼성물산,61803.0,890.0,126.9653021,37.5581126,10,12.0,5,5,57.0,7,3,2,262.0,1.6094379124341005,67.0,14.0,32.0,2
A12070201,충정리시온,주상복합,서울특별시 서대문구 서소문로 27,서울,서대문구,충정로3가,충정리시온,분양,258,대림,10871.0,253.0,126.9651045,37.5604168,10,12.0,15,5,62.0,8,3,1,258.0,1.791759469228055,74.0,14.0,33.0,2
A15003001,영등포두산위브,아파트,서울특별시 영등포구 신길로60나길 9,서울,영등포구,영등포동,649번지,분양,271,두산건설(주),21651.0,304.0,126.912262,37.5143305,4,10.0,2,10,60.0,5,2,2,136.0,1.9459101490553128,32.0,24.0,40.0,2
A13006001,제기경동미주,아파트,서울특별시 동대문구 정릉천동로 80,서울,동대문구,제기동,892-68,분양,228,라이프주택,17466.0,168.0,127.0355,37.5792417,2,12.0,5,5,122.0,3,2,2,105.0,2.079441541679836,28.0,25.0,28.0,2
A10023188,청량리역 한양수자인 그라시엘,,,서울,동대문구,용두동,,분양,1152,한양건설,98114.0,1381.0,127.0430027,37.577315,0,9.0,5,8,116.0,4,1,1,115.0,1.791759469228055,26.0,21.0,35.0,2
A13070302,래미안용두1차,아파트,서울특별시 동대문구 고산자로29길 18,서울,동대문구,용두동,792-1,임대,210,삼성건설,8387.0,215.0,127.0369774,37.5763303,2,13.0,11,7,118.0,3,2,2,123.0,1.791759469228055,31.0,23.0,29.0,2
A13070301,래미안허브리츠,아파트,서울특별시 동대문구 정릉천동로 36,서울,동대문구,용두동,792번지,분양,844,삼성물산,71612.0,2416.0,127.035661,37.5755,2,13.0,5,6,109.0,3,2,2,116.0,2.5649493574615367,32.0,26.0,31.0,2
A15003701,영등포경남아너스빌,아파트,서울특별시 영등포구 양산로 177,서울,영등포구,영등포동7가,서울시 영등포구 영등포동7가 46-1,분양,600,경남건설,49162.0,706.0,126.9027167,37.5239709,5,10.0,6,5,70.0,3,2,5,123.0,2.70805020110221,34.0,23.0,58.0,2
A10023389,청량리역해링턴플레이스,아파트,,서울,동대문구,용두동,,,220,효성중공업(주),18189.0,267.0,127.0424625,37.5783497,0,10.0,6,8,116.0,4,1,1,109.0,1.3862943611198906,25.0,21.0,35.0,2
A13007002,용두롯데캐슬피렌체,아파트,서울특별시 동대문구 정릉천동로 58,서울,동대문구,용두동,790번지,분양,435,롯데건설,23413.0,479.0,127.0360455,37.5771878,2,13.0,7,6,119.0,3,3,2,114.0,1.791759469228055,31.0,25.0,30.0,2
A10024567,포레나영등포센트럴아파트,주상복합,서울특별시 영등포구 국회대로50길 20,서울,영등포구,영등포동7가,,분양,185,(주)한화건설,13640.0,326.0,126.905671,37.523206,4,10.0,7,5,63.0,3,2,4,121.0,2.4849066497880004,39.0,23.0,57.0,2
A10027105,경희궁자이3단지,주상복합,서울특별시 종로구 경교장길 35,서울,종로구,평동,경희궁자이3단지,분양,589,자이건설(주),45327.0,734.0,126.9651711,37.56885493,10,9.0,17,4,48.0,8,4,2,219.0,3.218875824868201,87.0,11.0,33.0,2
A13579503,역삼2차아이파크,아파트,서울특별시 강남구 도곡로57길 12,서울,강남구,역삼동,역삼2차아이파크아파트,분양,150,현대산업개발(주),13091.0,200.0,127.0520538,37.4967427,3,9.0,6,5,92.0,2,3,4,66.0,5.808142489980444,81.0,9.0,55.0,2
A10026852,래미안강동팰리스,아파트,서울특별시 강동구 천호대로 1077,서울,강동구,천호동,"(천호동, 래미안강동팰리스)",분양,999,삼성물산,79937.0,1200.0,127.1314315,37.53725648,2,8.0,4,10,118.0,3,1,1,199.0,2.5649493574615367,29.0,5.0,67.0,2
A10085902,중림삼성래미안아파트,아파트,서울특별시 중구 중림로4길 41,서울,중구,중림동,201번지,임대,355,삼성물산(주),11214.0,253.0,126.9643574,37.5573531,10,12.0,3,7,52.0,5,4,2,131.0,1.6094379124341005,62.0,16.0,28.0,2
A15072002,당산SHVILLE,아파트,서울특별시 영등포구 영신로 183,서울,영등포구,당산동3가,562번지,임대,195,두산건설,15597.0,214.0,126.9015338,37.5242149,5,9.0,6,5,73.0,3,2,6,123.0,2.8903717578961645,35.0,23.0,61.0,2
A13006003,제기이수브라운스톤,아파트,서울특별시 동대문구 왕산로23길 89,서울,동대문구,제기동,이수브라운스톤,분양,299,이수건설,24874.0,332.0,127.0339745,37.5823765,1,12.0,2,4,127.0,4,2,2,86.0,2.3978952727983707,29.0,23.0,36.0,2
A15080205,당산동부센트레빌,아파트,서울특별시 영등포구 영신로 191,서울,영등포구,당산동3가,동부센트레빌,분양,468,동부건설,49404.0,749.0,126.900447,37.5244575,5,9.0,5,4,72.0,3,2,6,129.0,2.995732273553991,35.0,23.0,60.0,2
A13707203,풍림아이원플러스,주상복합,서울특별시 서초구 효령로77길 14,서울,서초구,서초동,풍림아이원플러스,분양,200,풍림산업,6910.0,194.0,127.029525,37.4903649,4,8.0,13,6,97.0,1,3,4,71.0,4.477336814478207,88.0,3.0,80.0,2
A13080401,신답극동아파트,아파트,서울특별시 동대문구 서울시립대로 5,서울,동대문구,답십리동,464-1 신답극동아파트관리사무소,분양,225,극동건설,15471.0,145.0,127.0441344,37.5726992,0,14.0,7,7,78.0,3,2,3,125.0,2.4849066497880004,32.0,21.0,28.0,2
A10026816,아크로타워스퀘어,아파트,서울특별시 영등포구 국회대로54길 10,서울,영등포구,영등포동7가,,,1221,대림산업,89163.0,1530.0,126.9083065,37.52293523,4,12.0,2,5,54.0,3,2,3,121.0,2.302585092994046,46.0,23.0,52.0,2
A10024815,롯데캐슬리베아파트,아파트,서울특별시 강남구 도곡로 404,서울,강남구,대치동,,분양,144,,17437.0,270.0,127.053809,37.496298,2,9.0,8,4,79.0,2,3,4,66.0,5.8971538676367405,82.0,9.0,53.0,2
A15004101,당산신동아파밀리에,아파트,서울특별시 영등포구 영신로33길 3,서울,영등포구,당산동1가,457 (우;150-041),분양,167,신동아건설,10789.0,171.0,126.9003963,37.519805,5,8.0,6,5,74.0,2,3,3,149.0,2.4849066497880004,30.0,23.0,58.0,2
A10027951,공덕자이(임대),아파트,서울특별시 마포구 마포대로26길 22,서울,마포구,아현동,22 공덕자이 임대아파트,임대,201,GS자이 건설,7316.0,141.0,126.958866,37.55466882,7,14.0,5,6,50.0,4,3,1,142.0,3.4657359027997265,44.0,17.0,28.0,2
A10026881,서울역센트럴자이아파트,아파트,서울특별시 중구 만리재로 175,서울,중구,만리동2가,서울특별시 중구 만리재로175,,1341,GS건설주식회사,91297.0,1547.0,126.9630956,37.55460908,9,13.0,4,6,51.0,4,3,2,146.0,2.639057329615259,61.0,16.0,30.0,2
A10023858,용산데시앙포레아파트,아파트,서울특별시 용산구 효창원로 227,서울,용산구,효창동,,,384,태영건설,32297.0,465.0,126.962886,37.548159,6,16.0,5,8,52.0,3,3,4,152.0,2.9444389791664403,38.0,16.0,31.0,2
A12119007,창전삼성,아파트,서울특별시 마포구 서강로 95,서울,마포구,창전동,437,분양,640,삼성물산(주)건설부분,55576.0,645.0,126.9306956,37.5509952,4,11.0,21,7,56.0,2,2,2,83.0,4.04305126783455,33.0,17.0,47.0,2
A13592706,역삼래미안,아파트,서울특별시 강남구 선릉로69길 19,서울,강남구,역삼동,역삼래미안아파트,분양,1050,삼성물산,69466.0,1053.0,127.050065,37.4975233,3,9.0,4,4,93.0,2,3,4,68.0,5.7899601708972535,87.0,9.0,58.0,2
A13085901,전농동아,아파트,서울특별시 동대문구 서울시립대로 31,서울,동대문구,전농동,,분양,360,동아건설,27072.0,308.0,127.0458375,37.5749667,0,10.0,8,8,99.0,4,2,2,133.0,2.833213344056216,27.0,21.0,32.0,2
A12188205,신촌태영데시앙,아파트,서울특별시 마포구 서강로9길 45,서울,마포구,창전동,태영아파트,분양,553,태영건설,46988.0,628.0,126.9309792,37.5533735,3,10.0,17,7,64.0,3,4,2,86.0,4.356708826689592,32.0,17.0,69.0,2
A13528008,대치효성,,서울특별시 강남구 삼성로64길 12,서울,강남구,대치동,,,83,,6190.0,86.0,127.0612091,37.49990577,3,11.0,7,4,78.0,3,3,4,71.0,6.464588303689961,74.0,8.0,36.0,2
A13585404,래미안도곡카운티,아파트,서울특별시 강남구 도곡로 320,서울,강남구,도곡동,래미안도곡카운티,분양,397,삼성물산,33275.0,510.0,127.0508531,37.49532946,3,9.0,4,5,83.0,1,3,4,69.0,5.429345628954441,77.0,9.0,45.0,2
A12070101,돈의문센트레빌,아파트,서울특별시 서대문구 독립문로14길 33,서울,서대문구,냉천동,관리사무소,분양,561,동부건설,47566.0,683.0,126.9613516,37.5662487,9,11.0,8,7,44.0,7,4,1,221.0,2.3978952727983707,61.0,13.0,26.0,2
A12185504,신수성원,아파트,서울특별시 마포구 독막로28길 7,서울,마포구,신수동,190,분양,260,성원산업개발(주),20781.0,262.0,126.9376295,37.546851,3,14.0,5,9,41.0,2,2,4,108.0,4.418840607796598,37.0,18.0,33.0,2
A10023979,어바니엘 천호,도시형 생활주택(아파트),,서울,강동구,천호동,,임대,182,(주)신화종합건설,2420.0,108.0,127.1287007,37.538079,2,8.0,7,8,105.0,2,0,2,182.0,2.5649493574615367,29.0,5.0,72.0,2
A13528003,대치삼성,아파트,서울특별시 강남구 도곡로78길 22,서울,강남구,대치동,1014-3,분양,960,삼성물산,83135.0,1238.0,127.0583563,37.4963363,2,12.0,2,4,66.0,2,4,4,83.0,6.272877006546167,71.0,8.0,45.0,2
A10027274,동대문푸르지오시티,도시형 생활주택(주상복합),서울특별시 동대문구 왕산로 86,서울,동대문구,용두동,,분양,299,대우건설(주),8674.0,0.0,127.0330311,37.57778606,2,12.0,1,7,111.0,3,2,2,118.0,2.19722457733622,31.0,32.0,32.0,2
